name,place,lastEventDate,lastMatchDate,firstMatchDate,topRating,lastRating,matches,fate,fateType,fateTeams
"Deetos","Dordrecht","2007-09-09","2007-06-10","1919-09-14",2394.729895068195,2275.8812304161215,2079,"Gefuseerd met Snel tot DeetosSnel",fuse_new,"Snel|DeetosSnel"
"Snel","Dordrecht","2007-09-09","2007-05-19","1970-08-30",2001.4620754238863,1597.28276321091,970,"Gefuseerd met Deetos tot DeetosSnel",fuse_new,"Deetos|DeetosSnel"
"HDT","Donkerbroek","2007-09-08","1986-11-16","1921-06-12",1872.3531279654806,693.0808071379961,657,"Gefuseerd met VZK tot VZK / Donkerbroek",fuse_new,"VZK|VZK / Donkerbroek"
"VZK","Haule","2007-09-08","2006-05-21","1924-05-04",1663.923100050638,1045.4328727708664,605,"Gefuseerd met HDT tot VZK / Donkerbroek",fuse_new,"HDT|VZK / Donkerbroek"
"DDK (Z)","Zuidbroek","2007-02-12","2007-02-11","1915-05-09",1404.0341754229046,986.697828899552,488,"Gestopt",end,""
"TCNH","Amsterdam","2006-09-13","2006-05-21","1928-11-11",1757.5905108121108,1110.5633052185467,787,"Opgegaan in Sporting West",merge_into,"Sporting West"
"Lege Geaen","Sijbrandaburen","2006-09-09","2006-05-27","1962-05-27",2086.6185597761464,1874.8712547446025,748,"Opgegaan in De Waterpoort",merge_into,"De Waterpoort"
"Merwic","Dordrecht","2006-09-03","2006-05-21","1968-09-01",1826.5444096295757,1487.5799401074848,671,"Gefuseerd met Regenboog tot Dordrecht²",fuse_new,"Regenboog|Dordrecht²"
"Regenboog","Dordrecht","2006-09-03","2006-05-21","1929-11-10",2095.7978416176047,1435.8274686205004,1372,"Gefuseerd met Merwic tot Dordrecht²",fuse_new,"Merwic|Dordrecht²"
"Marfugels","Grou","2005-09-11","2005-05-28","1959-05-10",2174.44729993751,1578.0098297648076,910,"Gefuseerd met Stanfries² tot Mid Fryslân",fuse_new,"Stanfries²|Mid Fryslân"
"Stanfries²","Reduzum","2005-09-11","2005-05-21","1948-04-18",2212.3169892207848,1973.2391123115897,1266,"Gefuseerd met Marfugels tot Mid Fryslân",fuse_new,"Marfugels|Mid Fryslân"
"OSDO","Ouderkerk aan den Amstel","2005-09-10","1995-10-28","1969-11-30",1495.4601744465165,1197.7375781300677,154,"Hernoemd naar Ouderkerk",rename,"Ouderkerk"
"Zwijndrecht","Zwijndrecht","2005-09-04","2005-03-06","1983-05-29",1701.4997324437063,1568.031688508943,307,"Hernoemd naar Conventus",rename,"Conventus"
"Kanaries","Best","2005-09-04","1994-03-05","1971-11-28",1618.2089490725054,1169.22446455006,262,"Hernoemd naar DKB",rename,"DKB"
"KIDO '68","Roermond","2005-09-04","1998-02-07","1971-09-12",1773.161059458363,1030.0662958562402,334,"Opgegaan in Ready '60",merge_into,"Ready '60"
"Den Bosch","Den Bosch","2005-09-04","1994-03-05","1985-11-24",1199.3074835688274,639.5883165666911,82,"Hernoemd naar Rodebo",rename,"Rodebo"
"Juko","Nieuwegein","2005-09-03","2005-05-21","1971-11-28",1801.312210992902,1465.7470985515074,567,"Gefuseerd met Minerva tot Koveni",fuse_new,"Minerva|Koveni"
"Minerva","Nieuwegein","2005-09-03","2005-05-21","1993-11-13",1252.290061267939,1008.8556468227598,92,"Gefuseerd met Juko tot Koveni",fuse_new,"Juko|Koveni"
"SKV (U)","Utrecht","2005-05-23","2005-05-22","1934-12-16",1796.9416108418066,930.9027717233087,910,"Gestopt",end,""
"Hellas","Deventer","2004-09-04","2004-05-23","1927-09-25",1874.1000189563006,1154.7615396809801,768,"Gefuseerd met Korfoes tot Devinco",fuse_new,"Korfoes|Devinco"
"Korfoes","Deventer","2004-09-04","2004-05-22","1995-09-16",1716.6349392786854,1596.8521321362532,114,"Gefuseerd met Hellas tot Devinco",fuse_new,"Hellas|Devinco"
"Doorn","Doorn","2004-09-04","2004-05-22","1952-09-21",1735.9642364751712,1417.0638086573933,312,"Hernoemd naar KCD",rename,"KCD"
"Ede","Ede","2003-05-26","2003-05-25","1971-10-17",1677.3582007567945,1199.4196019629342,116,"Gestopt",end,""
"Hespa","Amsterdam","2002-09-01","2002-03-10","1953-09-20",1963.6910155534779,1349.871437531544,841,"Opgegaan in Sporting West",merge_into,"Sporting West"
"Blauw Wit '51","Dordrecht","2001-11-18","1999-05-15","1952-09-14",1998.2043853050934,1311.6719716745285,902,"Gefuseerd met Zwervers en ODO² tot Movado",fuse_new,"Zwervers|ODO²|Movado"
"ODO²","Dordrecht","2001-11-18","2001-05-27","1925-11-01",1870.0940162615088,1516.14789378214,1046,"Gefuseerd met Zwervers en Blauw Wit '51 tot Movado",fuse_new,"Zwervers|Blauw Wit '51|Movado"
"Zwervers","Dordrecht","2001-11-18","1999-05-15","1937-09-12",1931.0489330572702,1269.3893978790798,928,"Gefuseerd met ODO² en Blauw Wit '51 tot Movado",fuse_new,"ODO²|Blauw Wit '51|Movado"
"BFC","Amsterdam","2001-09-09","2001-03-10","1962-09-08",1846.549749268742,1145.2488171022121,755,"Gefuseerd met LUTO en SVK / Groen Wit tot Triaz",fuse_new,"LUTO|SVK / Groen Wit|Triaz"
"LUTO","Amsterdam","2001-09-09","2001-06-10","1918-09-29",2437.2069879611618,1754.914226384117,1735,"Gefuseerd met SVK / Groen Wit en BFC tot Triaz",fuse_new,"SVK / Groen Wit|BFC|Triaz"
"SVK / Groen Wit","Amsterdam","2001-09-09","2001-03-10","1999-11-20",1475.6328463410239,1130.9016418612262,24,"Gefuseerd met LUTO en BFC tot Triaz",fuse_new,"LUTO|BFC|Triaz"
"Barriere","Emmen","2000-09-09","1994-12-17","1991-09-08",1041.2577366814694,982.1770869752756,52,"Gefuseerd met Emmen tot EKC 2000",fuse_new,"Emmen|EKC 2000"
"Emmen","Emmen","2000-09-09","2000-05-27","1952-04-27",1938.273923067622,1736.6417569598068,935,"Gefuseerd met Barriere tot EKC 2000",fuse_new,"Barriere|EKC 2000"
"Rapiditas","Zutphen","2000-09-09","1999-05-15","1921-10-02",2221.514910758268,1839.2989544906686,1369,"Gefuseerd met ZKC (Zu) tot KVZ",fuse_new,"ZKC (Zu)|KVZ"
"ZKC (Zu)","Zutphen","2000-09-09","1999-05-15","1916-10-08",2278.6595325522144,1667.635332877989,1415,"Gefuseerd met Rapiditas tot KVZ",fuse_new,"Rapiditas|KVZ"
"Advendo (TI)","Ter Idzard","2000-09-09","1999-05-15","1922-05-07",1946.368281529992,1391.6105078423984,1094,"Opgegaan in SCO",merge_into,"SCO"
"TOP (O)","Oss","2000-09-02","1996-03-09","1990-11-18",1771.098843500316,1561.7341081081408,64,"Opgegaan in DOT (O)",merge_into,"DOT (O)"
"Fortis '75","Montfoort","2000-03-12","2000-03-11","1977-11-13",1627.7090174673397,1237.1698193228533,58,"Gestopt",end,""
"Olympia (W)","Wilhelminadorp","2000-03-12","2000-03-11","1942-04-26",1660.2958207325194,965.117790045709,526,"Gestopt",end,""
"Amsterdam Zuid","Amsterdam","1999-11-20","1985-05-19","1926-12-12",2071.692260738783,1475.6328463410239,870,"Gefuseerd met KCO en SVK tot SVK / Groen Wit",fuse_new,"KCO|SVK|SVK / Groen Wit"
"KCO","Amsterdam","1999-11-20","1983-04-17","1937-10-10",1943.204235086738,1166.6348992407911,426,"Gefuseerd met Amsterdam Zuid en SVK tot SVK / Groen Wit",fuse_new,"Amsterdam Zuid|SVK|SVK / Groen Wit"
"SVK","Kattenburg","1999-11-20","1985-05-19","1925-10-11",2254.4744843719045,1097.7666730651097,1094,"Gefuseerd met Amsterdam Zuid en KCO tot SVK / Groen Wit",fuse_new,"Amsterdam Zuid|KCO|SVK / Groen Wit"
"Diamco","Diemen","1999-09-04","1999-05-15","1989-09-03",1872.2496446300486,1543.4868887865316,227,"Gefuseerd met Victoria (A) tot DKV Victoria",fuse_new,"Victoria (A)|DKV Victoria"
"Victoria (A)","Amsterdam","1999-09-04","1999-05-15","1920-09-19",1944.4306218730967,1592.9332761573062,1136,"Gefuseerd met Diamco tot DKV Victoria",fuse_new,"Diamco|DKV Victoria"
"Deto","Eindhoven","1999-09-04","1999-05-15","1935-10-13",2272.543642872382,1891.4672860718622,1296,"Gefuseerd met Sportlust tot DSC",fuse_new,"Sportlust|DSC"
"Sportlust","Eindhoven","1999-09-04","1999-05-15","1940-09-29",2018.8847875736888,1429.8177480859397,870,"Gefuseerd met Deto tot DSC",fuse_new,"Deto|DSC"
"De Bermen","Capelle aan den IJssel","1999-09-04","1999-05-15","1965-09-19",1862.479676903371,1402.5263274613733,653,"Gefuseerd met De Kapellen tot KCC",fuse_new,"De Kapellen|KCC"
"De Kapellen","Capelle aan den IJssel","1999-09-04","1999-05-15","1970-09-06",1992.5844938856305,1989.804657685545,309,"Gefuseerd met De Bermen tot KCC",fuse_new,"De Bermen|KCC"
"Archipel","Amsterdam","1999-09-04","1999-05-15","1938-09-18",2388.6919233188028,1540.8887892926955,1401,"Opgegaan in OKV",merge_into,"OKV"
"DKV (Du)","Dubbeldam","1999-09-04","1999-05-15","1959-09-13",1869.8746052746963,1787.807331157816,740,"Gefuseerd met Quick (D) en TOV (D) tot Sporting Delta",fuse_new,"Quick (D)|TOV (D)|Sporting Delta"
"Quick (D)","Dordrecht","1999-09-04","1999-05-15","1925-10-04",2031.205192158623,1329.8702851245341,1210,"Gefuseerd met DKV (Du) en TOV (D) tot Sporting Delta",fuse_new,"DKV (Du)|TOV (D)|Sporting Delta"
"TOV (D)","Dordrecht","1999-09-04","1999-05-29","1918-12-01",1844.5635857292111,1251.8721881546594,967,"Gefuseerd met DKV (Du) en Quick (D) tot Sporting Delta",fuse_new,"DKV (Du)|Quick (D)|Sporting Delta"
"VIOS (N)","Numansdorp","1999-05-30","1999-05-29","1968-03-24",1431.6047699016801,1150.139064763062,170,"Gestopt",end,""
"Eindhoven","Eindhoven","1999-05-16","1999-05-15","1947-09-21",2054.2274460696144,1244.1105344721605,812,"Gestopt",end,""
"Hermes (B)","Beets","1999-05-16","1999-05-15","1921-05-08",1837.5485941955576,1031.800685640969,916,"Gestopt",end,""
"ODI (A)","Aalsmeer","1999-05-16","1999-05-15","1970-09-06",1314.0751646563924,1299.990832506033,19,"Gestopt",end,""
"Animo (S)","Souburg","1998-09-12","1998-05-23","1938-06-05",1980.8622208158379,1906.4855233238545,1036,"Gefuseerd met Zuidwesters tot Fortis",fuse_new,"Zuidwesters|Fortis"
"Zuidwesters","Souburg","1998-09-12","1998-05-23","1952-04-27",1752.4505733653114,1602.9053041950344,852,"Gefuseerd met Animo (S) tot Fortis",fuse_new,"Animo (S)|Fortis"
"Trega","Maastricht","1998-09-12","1994-03-05","1971-10-17",1322.5219867030962,963.1708611188332,193,"Hernoemd naar Maastricht",rename,"Maastricht"
"Thuve '73","Duiven","1998-09-05","1984-03-11","1983-11-20",1343.93743543865,1206.724592674401,8,"Hernoemd naar Duko",rename,"Duko"
"Jong Brabant","Berkel-Enschot","1998-09-05","1996-05-18","1971-11-28",1759.7273681077215,1043.5390557834828,353,"Gefuseerd met Oranje Wit (T) tot OJC '98",fuse_new,"Oranje Wit (T)|OJC '98"
"Oranje Wit (T)","Tilburg","1998-09-05","1998-02-14","1932-09-18",1771.5688320848003,1548.258512201649,719,"Gefuseerd met Jong Brabant tot OJC '98",fuse_new,"Jong Brabant|OJC '98"
"BKC³","Breda","1998-09-05","1991-05-26","1957-11-03",1680.8407397307349,1066.0949560038034,390,"Gefuseerd met Terheijden en Breda Noord tot Terda",fuse_new,"Terheijden|Breda Noord|Terda"
"Breda Noord","Breda","1998-09-05","1997-05-24","1977-12-18",1680.6432576740094,1138.0073497430758,50,"Gefuseerd met Terheijden en BKC³ tot Terda",fuse_new,"Terheijden|BKC³|Terda"
"Terheijden","Terheijden","1998-09-05","1995-05-20","1965-09-12",1938.0371849624757,1135.0558425479269,623,"Gefuseerd met Breda Noord en BKC³ tot Terda",fuse_new,"Breda Noord|BKC³|Terda"
"OLS","Witten","1998-09-05","1994-12-17","1920-08-29",1628.5161334507027,1024.9452529777561,569,"Gefuseerd met VDW tot VDW-OLS",fuse_new,"VDW|VDW-OLS"
"VDW","Assen","1998-09-05","1998-05-23","1952-05-11",1965.5935228941016,1914.9951144727813,868,"Gefuseerd met OLS tot VDW-OLS",fuse_new,"OLS|VDW-OLS"
"DFS (B)","Burgum","1998-02-08","1998-02-07","1980-08-31",1331.7827534864343,1329.6522763456799,128,"Gestopt",end,""
"Overkanters","Rotterdam","1997-09-06","1997-05-24","1948-04-04",2017.7621111523895,1764.5874989994707,933,"Gefuseerd met Zuiden (R) tot OZC",fuse_new,"Zuiden (R)|OZC"
"Zuiden (R)","Rotterdam","1997-09-06","1997-05-24","1923-09-16",2416.223484132535,1807.8204971635384,1701,"Gefuseerd met Overkanters tot OZC",fuse_new,"Overkanters|OZC"
"KC Rotterdam","Rotterdam","1997-09-06","1997-05-24","1989-09-03",1740.22970639304,1498.4246380473166,163,"Gefuseerd met Rozenburg tot RKC²",fuse_new,"Rozenburg|RKC²"
"Rozenburg","Rotterdam","1997-09-06","1997-05-24","1914-10-04",1947.249706925983,1551.3105239455444,1469,"Gefuseerd met KC Rotterdam tot RKC²",fuse_new,"KC Rotterdam|RKC²"
"Amersfoort","Amersfoort","1997-06-05","1997-05-24","1916-11-26",1981.3866081926933,1368.87449093797,966,"Opgegaan in MIA",merge_into,"MIA"
"USV","Rotterdam","1997-06-01","1997-05-31","1943-09-05",1625.3498735089408,1032.0885501737446,396,"Gestopt",end,""
"LDO","Terwispel","1996-09-07","1996-05-11","1938-04-24",2254.154985225344,2008.8363214118106,1152,"Gefuseerd met ODK tot LDODK",fuse_new,"ODK|LDODK"
"ODK","Gorredijk","1996-09-07","1994-10-15","1950-04-16",2037.307386904531,1341.340185347862,855,"Gefuseerd met LDO tot LDODK",fuse_new,"LDO|LDODK"
"AW","Amsterdam","1996-08-31","1996-05-11","1909-11-07",2345.0421355369035,2084.9029784130153,1619,"Gefuseerd met DTV tot AW.DTV",fuse_new,"DTV|AW.DTV"
"DTV","Amsterdam","1996-08-31","1996-03-09","1904-02-14",2126.4985491036764,1833.1350516271245,1692,"Gefuseerd met AW tot AW.DTV",fuse_new,"AW|AW.DTV"
"Hoogvliet","Hoogvliet","1996-08-31","1996-05-18","1961-10-01",1866.3398780575305,1230.6350503000685,599,"Gefuseerd met Waterschip tot Nikantes",fuse_new,"Waterschip|Nikantes"
"Waterschip","Hoogvliet","1996-08-31","1995-05-20","1970-08-30",1437.0822594007623,1036.9687060725253,125,"Gefuseerd met Hoogvliet tot Nikantes",fuse_new,"Hoogvliet|Nikantes"
"DVS (U)","Utrecht","1996-08-31","1995-04-22","1933-10-01",1750.2081568009785,1469.2509168401548,474,"Gefuseerd met SAMOS tot Synergo",fuse_new,"SAMOS|Synergo"
"SAMOS","Utrecht","1996-08-31","1996-05-04","1924-10-19",2294.499772227703,1814.5090522294227,1377,"Gefuseerd met DVS (U) tot Synergo",fuse_new,"DVS (U)|Synergo"
"Korvo","Oude Tonge","1996-05-19","1996-05-18","1990-09-09",1420.8413506078987,1166.2317540874153,66,"Gestopt",end,""
"Desto","Utrecht","1995-10-29","1995-10-28","1930-10-19",1576.1145203185943,1142.4628401880318,194,"Gestopt",end,""
"Jodan Boys","Gouda","1995-09-02","1995-05-20","1970-08-30",1724.284105592859,1270.7546584478691,489,"Gefuseerd met Ter Gouw tot Gemini",fuse_new,"Ter Gouw|Gemini"
"Ter Gouw","Gouda","1995-09-02","1991-10-20","1927-12-11",1685.0924571178703,1418.7171325687711,339,"Gefuseerd met Jodan Boys tot Gemini",fuse_new,"Jodan Boys|Gemini"
"Amstel²","Amstelveen","1995-09-02","1995-05-20","1970-02-08",1767.9732346420196,1757.084849644308,611,"Gefuseerd met DEVD tot KVA",fuse_new,"DEVD|KVA"
"DEVD","Amstelveen","1995-09-02","1995-05-20","1965-09-12",2140.434190200129,2018.5810340102005,796,"Gefuseerd met Amstel² tot KVA",fuse_new,"Amstel²|KVA"
"KVR²","Rijswijk","1995-09-02","1995-05-13","1956-10-28",1805.5486255012129,1665.776910760446,447,"Gefuseerd met ODS tot Refleks",fuse_new,"ODS|Refleks"
"ODS","Rijswijk","1995-09-02","1995-03-11","1970-08-30",1515.100196634296,1422.5008339042115,254,"Gefuseerd met KVR² tot Refleks",fuse_new,"KVR²|Refleks"
"Algemene","Leiden","1995-09-02","1995-05-20","1934-10-21",2059.353796395363,1866.8468452467198,1106,"Gefuseerd met Fides Pacta tot Sporting Trigon",fuse_new,"Fides Pacta|Sporting Trigon"
"Fides Pacta","Leiden","1995-09-02","1995-05-20","1973-09-09",2215.3024358302782,1689.5469391868528,622,"Gefuseerd met Algemene tot Sporting Trigon",fuse_new,"Algemene|Sporting Trigon"
"Excelsior '54","Sittard","1995-03-12","1995-03-11","1964-09-13",1690.4886532018322,1361.4520875260273,371,"Gestopt",end,""
"Albino's","Ezinge","1995-01-22","1995-01-21","1970-08-30",1447.1524682412594,1386.0999933644212,422,"Gestopt",end,""
"DOS (K)","Kerkenveld","1994-12-18","1994-12-17","1970-09-13",2017.6906825199276,1156.9267471487703,512,"Gestopt",end,""
"Griffioen","Smilde","1994-12-18","1994-12-17","1970-08-30",1328.939547960014,620.0800324740937,376,"Gestopt",end,""
"Nowegro","Leens","1994-12-18","1994-12-17","1984-09-02",1183.3843195844952,1120.0370756274156,179,"Gestopt",end,""
"Odival","Diever","1994-12-18","1994-12-17","1952-05-04",1720.635924017831,1151.8922723122198,667,"Gestopt",end,""
"VSV","Vlagtwedde","1994-12-18","1994-12-17","1941-06-29",1490.7665984532343,1130.1984336917374,592,"Gestopt",end,""
"Wesko","Westerbork","1994-12-18","1994-12-17","1977-05-01",1315.732992719599,841.9594915207397,281,"Gestopt",end,""
"Sportief (N)","Nieuw-Roden","1994-11-27","1994-11-26","1960-10-02",1485.5902562245278,1102.6636288760092,411,"Gestopt",end,""
"Vitesse '74","Franeker","1994-10-30","1994-10-29","1974-09-01",1639.791717272235,1429.7421269834504,423,"Gestopt",end,""
"Udik","Klijndijk","1994-09-11","1994-09-10","1979-09-02",1198.7058731879797,1072.5770437329097,228,"Gestopt",end,""
"Raven","Den Haag","1994-09-03","1994-03-05","1948-04-11",1622.9446539717626,983.8613958162799,439,"Opgegaan in Olympiek",merge_into,"Olympiek"
"Mickels","Haren","1994-05-09","1994-05-08","1983-09-11",1407.8530973256559,1290.0997052435428,206,"Gestopt",end,""
"Deurne","Deurne","1994-03-06","1994-03-05","1980-11-23",1191.0468164772208,1052.8737809584727,150,"Gestopt",end,""
"SBO","Peize","1994-03-06","1994-03-05","1958-09-14",1393.8260505492153,728.4015703450598,340,"Gestopt",end,""
"Geldrop","Geldrop","1994-02-27","1994-02-26","1973-06-17",1966.9924901881993,1204.6785950225647,338,"Gestopt",end,""
"Kwiek (H)","Den Haag","1993-09-05","1993-05-23","1952-09-21",1941.7395509628084,1641.939704289902,722,"Gefuseerd met Olympiaan tot Olympiek",fuse_new,"Olympiaan|Olympiek"
"Olympiaan","Den Haag","1993-09-05","1993-05-09","1925-11-22",1831.403119599362,1340.5684537651393,1012,"Gefuseerd met Kwiek (H) tot Olympiek",fuse_new,"Kwiek (H)|Olympiek"
"Portugaal","Poortugaal","1993-09-05","1989-05-06","1948-04-18",1656.8776404624646,1169.6584813216932,106,"Gefuseerd met RWR tot RWA",fuse_new,"RWR|RWA"
"RWR","Rhoon","1993-09-05","1993-03-07","1970-09-06",1768.295236805737,1423.2472274238032,356,"Gefuseerd met Portugaal tot RWA",fuse_new,"Portugaal|RWA"
"Succes","Schiedam","1993-05-24","1993-05-23","1937-10-03",1671.1854806470285,1292.2981987643072,634,"Gestopt",end,""
"Spartaan","Rotterdam","1992-09-13","1980-03-23","1913-09-28",1769.3198239988374,1015.568664988228,573,"Opgegaan in KC Rotterdam",merge_into,"KC Rotterdam"
"Excelsior","Hilversum","1992-09-06","1992-05-24","1912-11-17",2140.675107575796,1835.3355383232279,1380,"Gefuseerd met Zwaluwen (H) tot De Corvers",fuse_new,"Zwaluwen (H)|De Corvers"
"Zwaluwen (H)","Hilversum","1992-09-06","1992-05-24","1922-09-17",1966.8942060430086,1550.3395031190475,1099,"Gefuseerd met Excelsior tot De Corvers",fuse_new,"Excelsior|De Corvers"
"HKV","Den Haag","1992-09-06","1992-05-24","1919-10-19",2404.648546673401,1805.2642936105153,1533,"Gefuseerd met Ons Eibernest tot HKV / Ons Eibernest",fuse_new,"Ons Eibernest|HKV / Ons Eibernest"
"Ons Eibernest","Den Haag","1992-09-06","1992-05-24","1921-11-27",2465.3478794053426,1956.3049574306265,1512,"Gefuseerd met HKV tot HKV / Ons Eibernest",fuse_new,"HKV|HKV / Ons Eibernest"
"Ons Eiland","Leiden","1992-09-06","1992-05-10","1970-08-30",1892.4785531206048,1214.7136282466276,557,"Gefuseerd met Zuiderkwartier (L) tot KZ Leiden",fuse_new,"Zuiderkwartier (L)|KZ Leiden"
"Zuiderkwartier (L)","Leiden","1992-09-06","1992-05-24","1936-02-23",1992.9804839671144,1630.4525276335023,944,"Gefuseerd met Ons Eiland tot KZ Leiden",fuse_new,"Ons Eiland|KZ Leiden"
"KNS","Leiden","1992-06-01","1992-05-31","1950-11-05",1949.7959755624113,1300.367901000003,778,"Gestopt",end,""
"NOAD (D)","Dreischor","1992-03-16","1992-03-15","1952-05-11",1463.5511021427471,960.3910644779828,298,"Gestopt",end,""
"Apollo '69","Apeldoorn","1991-09-15","1991-02-17","1969-08-31",1928.1068732350402,1409.0333065125394,191,"Gefuseerd met Zuiderkwartier (A) tot Atalante",fuse_new,"Zuiderkwartier (A)|Atalante"
"Zuiderkwartier (A)","Apeldoorn","1991-09-15","1991-03-03","1959-09-27",1901.1345255529936,1798.0370110923857,217,"Gefuseerd met Apollo '69 tot Atalante",fuse_new,"Apollo '69|Atalante"
"Diemen","Diemen","1991-09-08","1983-04-17","1969-11-30",1339.3281037844893,955.5045054503928,14,"Opgegaan in Diamco",merge_into,"Diamco"
"HSV","Den Haag","1991-09-08","1991-05-26","1911-10-15",2101.6572909989236,1165.9445422583374,1320,"Opgegaan in GKV",merge_into,"GKV"
"Hou Stand","Den Haag","1991-05-27","1991-05-26","1936-01-26",1833.1619852190547,1541.8203940234478,708,"Gestopt",end,""
"SMS","Utrecht","1991-05-27","1991-05-26","1970-08-30",2077.1387907617955,1546.2972435723975,561,"Gestopt",end,""
"Elsene","Elsene","1991-03-04","1991-03-03","1990-12-09",1175.5577421357982,1175.4268343623828,2,"Gestopt",end,""
"Oude Gracht","Eindhoven","1991-03-04","1991-03-03","1971-09-05",1734.5352015816661,1416.9350477322298,322,"Gestopt",end,""
"Scharn","Maastricht","1991-03-04","1991-03-03","1990-12-09",1200.6275032958931,1162.4334276105023,2,"Gestopt",end,""
"KIOL","Niekerk","1991-02-25","1991-02-24","1929-11-03",1585.0298544253887,761.2576338644504,482,"Gestopt",end,""
"WIK (S)","Schoonloo","1991-02-25","1991-02-24","1956-05-06",1637.2381413064345,1129.4799958666044,435,"Gestopt",end,""
"Woldjeprikken","Grootegast","1991-02-25","1991-02-24","1969-12-21",1136.2735644545025,805.5047124159474,186,"Gestopt",end,""
"Organon","Oss","1990-11-18","1990-02-11","1950-09-10",1791.874307956413,1588.530079378262,579,"Hernoemd naar TOP (O)",rename,"TOP (O)"
"Pams","Den Haag","1990-09-09","1990-05-20","1953-02-22",2169.339155942059,1884.9194402508285,852,"Gefuseerd met Ves tot Futura",fuse_new,"Ves|Futura"
"Ves","Den Haag","1990-09-09","1990-05-20","1970-08-30",2097.4380916366476,1830.7115836987302,538,"Gefuseerd met Pams tot Futura",fuse_new,"Pams|Futura"
"DBGC","Oude Tonge","1990-09-09","1979-02-25","1965-09-12",1507.1161545291284,1234.6240469258,111,"Hernoemd naar Korvo",rename,"Korvo"
"BIKO","Bilthoven","1990-09-09","1987-05-24","1953-11-08",1696.4890507172258,1464.031934919956,487,"Gefuseerd met Kameo tot Nova",fuse_new,"Kameo|Nova"
"Kameo","Groenekan","1990-09-09","1990-04-08","1941-09-14",1806.9343504053031,1629.895567355206,662,"Gefuseerd met BIKO tot Nova",fuse_new,"BIKO|Nova"
"Meeuwen (L)","Lekkum","1990-05-21","1990-05-20","1938-05-15",1787.72612461212,1350.9747768603938,790,"Gestopt",end,""
"OKC²","Onstwedde","1990-02-26","1990-02-25","1976-09-12",1121.4550862532385,829.3583796532458,247,"Gestopt",end,""
"RWB","Den Bosch","1990-02-19","1990-02-18","1960-10-02",1763.2240165123853,669.9466531380696,203,"Gestopt",end,""
"Veendam²","Veendam","1990-02-19","1990-02-18","1980-09-07",1304.5439698548037,908.4310477512871,168,"Gestopt",end,""
"Landlust","Amsterdam","1989-09-10","1989-05-20","1937-10-10",2073.5465161407506,1407.5438526283824,872,"Gefuseerd met Westerkwartier tot Sporting West",fuse_new,"Westerkwartier|Sporting West"
